"","geneSymbol","UniProtID","refSeqID","length"
"1906","ZNF623","O75123","NM_014789",536
"1907","PTCD1","O75127","NM_015545",700
"1908","COBL","O75128","NM_015198",1261
"1909","ASTN2","O75129","NM_014010",1339
"1910","CPNE3","O75131","",537
"1911","ZBED4","O75132","NM_014838",1171
"1912","DEPDC5","O75140","NM_014662",1603
"1913","ATG13","O75143","NM_014741",517
"1914","ICOSLG","O75144","NM_015259",302
"1915","PPFIA3","O75145","NM_003660",1194
"1916","HIP1R","O75146","NM_003959",1068
"1917","OBSL1","O75147","",1896
"1918","RNF40","O75150","NM_014771",1001
"1919","PHF2","O75151","NM_005392",1096
"1920","ZC3H11A","O75152","NM_014827",810
"1921","CLUH","O75153","NM_015229",1309
"1922","RAB11FIP3","O75154","NM_014700",756
"1923","CAND2","O75155","XM_371617",1236
"1924","TSC22D2","O75157","NM_014779",780
"1925","SOCS5","O75159","",536
"1926","NPHP4","O75161","",1426
"1927","KDM4A","O75164","NM_014663",1064
"1928","DNAJC13","O75165","NM_015268",2243
"1929","PHACTR2","O75167","NM_014721",634
"1930","PPP6R2","O75170","NM_014678",966
"1931","ADAMTS4","O75173","NM_005099",837
"1932","CNOT3","O75175","NM_014516",753
"1933","SS18L1","O75177","",396
"1934","ANKRD17","O75179","NM_032217",2603
"1935","SIN3B","O75182","NM_015260",1162
"1936","ATP2C2","O75185","NM_014861",946
"1937","DNAJB6","O75190","",326
"1938","XYLB","O75191","NM_005108",536
"1939","PEX11A","O75192","NM_003847",247
"1940","LRP5","O75197","NM_002335",1615
"1941","NPIPB7","O75200","NG_023370",414
"1942","TMEM127","O75204","NM_017849",238
"1943","COQ9","O75208","NM_020312",318
"1944","GGCT","O75223","NM_024051",188
"1945","NDUFS7","O75251","NM_024407",213
"1946","SMIM24","O75264","NM_001136503",130
"1947","ZNF780A","O75290","NM_001010880",641
"1948","GADD45B","O75293","NM_015675",160
"1949","RTN2","O75298","NM_005619",545
"1950","NDUFS2","O75306","NM_004550",463
"1951","CDH16","O75309","NM_004062",829
"1952","UGT2B11","O75310","NM_001073",529
"1953","GLRA3","O75311","",464
"1954","ZPR1","O75312","NM_003904",459
"1955","USP12","O75317","NM_182488",370
"1956","DUSP11","O75319","",330
"1957","GBAS","O75323","NM_001483",286
"1958","SNN","O75324","NM_003498",88
"1959","LRRN2","O75325","NM_006338",713
"1960","SEMA7A","O75326","NM_003612",666
"1961","HMMR","O75330","NM_012484",724
"1962","TBX10","O75333","NM_005995",385
"1963","PPFIA2","O75334","",1257
"1964","PPFIA4","O75335","NM_015053",1185
"1965","CILP","O75339","NM_003613",1184
"1966","PDCD6","O75340","NM_013232",191
"1967","ALOX12B","O75342","",701
"1968","GUCY1B2","O75343","",617
"1969","FKBP6","O75344","NM_003602",327
"1970","ZNF253","O75346","NM_021047",499
"1971","TBCA","O75347","NM_004607",108
"1972","ATP6V1G1","O75348","NM_004888",118
"1973","VPS4B","O75351","NM_004869",444
"1974","MPDU1","O75352","",247
"1975","ENTPD6","O75354","",484
"1976","ENTPD3","O75355","NM_001248",529
"1977","ENTPD5","O75356","NM_001249",428
"1978","PROP1","O75360","NM_006261",226
"1979","ZNF217","O75362","NM_006526",1048
"1980","BCAS1","O75363","NM_003657",584
"1981","PITX3","O75364","",302
"1982","PTP4A3","O75365","NM_032611",173
"1983","AVIL","O75366","NM_006576",819
"1984","H2AFY","O75367","NM_004893",372
"1985","SH3BGRL","O75368","NM_003022",114
"1986","FLNB","O75369","NM_001457",2602
"1987","ZNF737","O75373","NM_145289",536
"1988","NCOR1","O75376","NM_006311",2440
"1989","VAMP4","O75379","NM_003762",141
"1990","NDUFS6","O75380","NM_004553",124
"1991","PEX14","O75381","",377
"1992","TRIM3","O75382","NM_006458",744
"1993","ULK1","O75385","",1050
"1994","TULP3","O75386","NM_003324",442
"1995","SLC43A1","O75387","NM_003627",559
"1996","GPR32","O75388","",356
"1997","CS","O75390","NM_004077",466
"1998","SPAG7","O75391","NM_004890",227
"1999","MRPL33","O75394","NM_004891",65
"2000","SEC22B","O75396","NM_004892",215
"2001","DEAF1","O75398","NM_021008",565
"2002","PRPF40A","O75400","XM_371575",957
"2003","HYPM","O75409","NP_036406",117
"2004","TACC1","O75410","NM_006283",805
"2005","NME6","O75414","NM_005793",186
"2006","POLQ","O75417","NM_199420",2590
"2007","CDC45","O75419","NM_003504",566
"2008","GIGYF1","O75420","NM_022574",1035
"2009","MOSPD3","O75425","NM_023948",235
"2010","FBXO24","O75426","",580
"2011","LRCH4","O75427","NM_002319",683
"2012","MTX2","O75431","NM_006554",263
"2013","VPS26A","O75436","NM_004896",327
"2014","ZNF254","O75437","NM_004876",659
"2015","NDUFB1","O75438","NM_004545",58
"2016","PMPCB","O75439","NM_004279",489
"2017","TECTA","O75443","NM_005422",2155
"2018","MAF","O75444","",373
"2019","USH2A","O75445","NM_007123",5202
"2020","SAP30","O75446","NM_003864",220
"2021","MED24","O75448","NM_014815",989
"2022","KATNA1","O75449","NM_007044",491
"2023","RDH16","O75452","NM_003708",317
"2024","PAGE1","O75459","",146
"2025","ERN1","O75460","NM_001433",977
"2026","E2F6","O75461","NM_001952",281
"2027","CRLF1","O75462","",422
"2028","ZNF324","O75467","NM_014347",553
"2029","NR1I2","O75469","",434
"2030","LGR5","O75473","NM_003667",907
"2031","FRAT2","O75474","NM_012083",233
"2032","PSIP1","O75475","NM_033222",530
"2033","ERLIN1","O75477","NM_006459",346
"2034","TADA2A","O75478","NM_001488",443
"2035","SUPT3H","O75486","NM_181356",399
"2036","GPC4","O75487","NM_001448",556
"2037","NDUFS3","O75489","NM_004551",264
"2038","CA11","O75493","NM_001217",328
"2039","SRSF10","O75494","NM_006625",262
"2040","GMNN","O75496","NM_015895",209
"2041","CLN5","O75503","NM_006493",358
"2042","HSBP1","O75506","NM_001537",76
"2043","CLDN11","O75508","NM_005602",207
"2044","TNFRSF21","O75509","NM_014452",655
"2045","ECI2","O75521","NM_006117",394
"2046","KHDRBS3","O75525","",346
"2047","RBMXL2","O75526","NM_014469",392
"2048","TADA3","O75528","",432
"2049","TAF5L","O75529","NM_014409",589
"2050","EED","O75530","NM_003797",441
"2051","BANF1","O75531","NM_003860",89
"2052","SF3B1","O75533","",1304
"2053","CSDE1","O75534","NM_007158",798
"2054","ZNF821","O75541","NM_017530",412
"2055","DAB1","O75553","NM_021080",588
"2056","WBP4","O75554","NM_007187",376
"2057","SCGB2A1","O75556","NM_002407",95
"2058","STX11","O75558","",287
"2059","SKAP2","O75563","",359
"2060","JRK","O75564","NM_003724",520
"2061","PRKRA","O75569","NM_003690",313
"2062","MTRF1","O75570","NM_004294",445
"2063","CRCP","O75575","NM_014478",148
"2064","ITGA10","O75578","NM_003637",1167
"2065","LRP6","O75581","",1613
"2066","RPS6KA5","O75582","NM_004755",802
"2067","MED6","O75586","NM_005466",246
"2068","MYCBP2","O75592","NM_015057",4640
"2069","FOXH1","O75593","",365
"2070","PGLYRP1","O75594","NM_005091",196
"2071","CLEC3A","O75596","NM_005752",197
"2072","GCAT","O75600","NM_014291.2",419
"2073","SPAG6","O75602","",509
"2074","GCM2","O75603","",506
"2075","USP2","O75604","NM_171997",605
"2076","NPM3","O75607","NM_006993",178
"2077","LYPLA1","O75608","",230
"2078","LEFTY1","O75610","NM_020997",366
"2079","ERAL1","O75616","",437
"2080","DEDD","O75618","NM_004216",318
"2081","PRDM1","O75626","",825
"2082","REM1","O75628","NM_014012",298
"2083","CREG1","O75629","NM_003851",220
"2084","UPK3A","O75631","NM_006953",287
"2085","SERPINB7","O75635","NM_003784",380
"2086","FCN3","O75636","",299
"2087","CTAG2","O75638","NM_020994",210
"2088","SNRNP200","O75643","NM_014014",2136
"2089","TRMU","O75648","NM_018006",421
"2090","TIPRL","O75663","NM_152902",272
"2091","OFD1","O75665","NM_003611",1012
"2092","TOM1L1","O75674","NM_005486",476
"2093","RPS6KA4","O75676","NM_003942",772
"2094","RFPL1","O75677","NM_021026",317
"2095","RFPL2","O75678","NM_006605",378
"2096","RFPL3","O75679","NM_006604",317
"2097","SURF6","O75683","NM_006753",361
"2098","PPM1B","O75688","NM_002706",479
"2099","ADAP1","O75689","NM_006869",374
"2100","KRTAP5-8","O75690","NM_021046",187
"2101","UTP20","O75691","NM_014503",2785
"2102","NUP155","O75694","NM_153485, NM_004298",1391
"2103","RP2","O75695","NM_006915",350
"2104","SCRG1","O75711","NM_007281",98
"2105","GJB3","O75712","NM_024009",270
"2106","GPX5","O75715","",221
"2107","STK16","O75716","",305
"2108","WDHD1","O75717","NM_007086",1129
"2109","CRTAP","O75718","",401
"2110","SLC25A12","O75746","NM_003705",678
"2111","PIK3C2G","O75747","NM_004570",1445
"2112","SLC22A3","O75751","NM_021977",556
"2113","B3GALNT1","O75752","NM_033167",331
"2114","TRPA1","O75762","NM_007332",1119
"2115","TCEA3","O75764","NM_003196",348
"2116","RAD51D","O75771","NM_002878",328
"2117","PALM","O75781","NM_002579",387
"2118","RHBDL1","O75783","NM_003961",438
"2119","ATP6AP2","O75787","NM_005765",350
"2120","GRAP2","O75791","NM_004810",330
"2121","RNASEH2A","O75792","NM_006397",299
"2122","CDC123","O75794","NM_006023",336
"2123","UGT2B17","O75795","NM_001077",530
"2124","ZMYND10","O75800","NM_015896",440
"2125","PPP1R15A","O75807","NM_014330",674
"2126","CAPN15","O75808","NM_005632",1086
"2127","BCAR3","O75815","",825
"2128","POP7","O75817","NM_005837",140
"2129","RPP40","O75818","NM_006638",363
"2130","ZNF189","O75820","NM_003452",626
"2131","EIF3G","O75821","",320
"2132","EIF3J","O75822","NM_003758",258
"2133","CBR3","O75828","",277
"2134","LECT1","O75829","",334
"2135","SERPINI2","O75830","NM_006217",405
"2136","PSMD10","O75832","NM_170750",226
"2137","CIB2","O75838","NM_006383",187
"2138","KLF7","O75840","NM_003709",302
"2139","UPK1B","O75841","",260
"2140","AP1G2","O75843","NM_003917",785
"2141","ZMPSTE24","O75844","",475
"2142","SC5D","O75845","NM_001024956",299
"2143","PPP1R37","O75864","NM_173634",691
"2144","TRAPPC6A","O75865","NM_024108",159
"2145","CEACAM4","O75871","NM_001817",244
"2146","IDH1","O75874","",414
"2147","GATB","O75879","",557
"2148","SCO1","O75880","NM_004589",301
"2149","CYP7B1","O75881","",506
"2150","ATRN","O75882","NM_139321",1429
"2151","RBBP9","O75884","NM_006606",186
"2152","STAM2","O75886","NM_005843",525
"2153","TNFSF13","O75888","NM_003808",250
"2154","ALDH1L1","O75891","NM_012190",902
"2155","TUSC2","O75896","NM_007275",110
"2156","SULT1C4","O75897","NM_006588",302
"2157","GABBR2","O75899","",941
"2158","MMP23A","O75900","NR_002946",390
"2159","MMP23B","O75900","NM_006983",390
"2160","RASSF9","O75901","",435
"2161","DGAT1","O75907","NM_012079",488
"2162","SOAT2","O75908","",522
"2163","CCNK","O75909","",580
"2164","DHRS3","O75911","NM_004753",302
"2165","DGKI","O75912","NM_004717",1065
"2166","PAK3","O75914","NM_002578",559
"2167","ARL6IP5","O75915","NM_006407",188
"2168","RGS9","O75916","NM_003835",674
"2169","SERF1B","O75920","NM_022978",110
"2170","SERF1A","O75920","NM_021967",110
"2171","DYSF","O75923","NM_003494",2080
"2172","PIAS1","O75925","",651
"2173","PIAS2","O75928","NM_004671",621
"2174","BCAS2","O75934","NM_005872",225
"2175","DCTN3","O75935","",186
"2176","BBOX1","O75936","NM_003986",387
"2177","DNAJC8","O75937","NM_014280",253
"2178","SMNDC1","O75940","NM_005871",238
"2179","RAD17","O75943","NM_133344",681
"2180","ATP5H","O75947","NM_006356",161
"2181","FAM155B","O75949","NM_015686",473
"2182","LYZL6","O75951","NM_020426",148
"2183","CABYR","O75952","NM_153770",493
"2184","DNAJB5","O75953","",348
"2185","TSPAN9","O75954","NM_006675",239
"2186","FLOT1","O75955","",427
"2187","CDK2AP2","O75956","NM_005851",126
"2188","TRIO","O75962","NM_007118",3097
"2189","ATP5L","O75964","NM_006476",103
"2190","AKAP3","O75969","NM_006422",853
"2191","MPDZ","O75970","NM_003829",2070
"2192","SNAPC5","O75971","",98
"2193","C1QL1","O75973","NM_006688",258
"2194","CPD","O75976","NM_001304",1380
"2195","SASH3","O75995","NM_018990",380
"2196","OR2B3","O76000","",313
"2197","OR2J3","O76001","",311
"2198","OR2J2","O76002","",312
"2199","GLRX3","O76003","NM_006541",335
"2200","KRT33A","O76009","NM_004138",404
"2201","KRT34","O76011","NM_021013",436
"2202","KRT36","O76013","NM_003771",467
"2203","KRT37","O76014","NM_003770",449
"2204","KRT38","O76015","NM_006771",456
"2205","RSL1D1","O76021","NM_015659",490
"2206","WFS1","O76024","",890
"2207","ANXA9","O76027","NM_003568",345
"2208","CLPX","O76031","NM_006660",633
"2209","NCR1","O76036","",304
"2210","SCGN","O76038","",276
"2211","CDKL5","O76039","NM_003159",1030
"2212","NEBL","O76041","NM_006393",1014
"2213","ERC2-IT1","O76042","NR_024615",136
"2214","NEURL1","O76050","",574
"2215","SEC14L2","O76054","NM_012429",403
"2216","STC2","O76061","NM_003714",302
"2217","TM7SF2","O76062","NM_003273",418
"2218","RNF8","O76064","",485
"2219","SNCG","O76070","",127
"2220","CIAO1","O76071","NM_004804",339
"2221","PDE5A","O76074","NM_001083",875
"2222","DFFB","O76075","NM_001282669",338
"2223","WISP2","O76076","NM_003881",250
"2224","ZFAND5","O76080","",213
"2225","RGS20","O76081","",388
"2226","SLC22A5","O76082","NM_003060",557
"2227","PDE9A","O76083","",593
"2228","GAGE7","O76087","NM_021123",117
"2229","BEST1","O76090","NM_004183",585
"2230","FGF18","O76093","NM_033649, NM_003862",207
"2231","SRP72","O76094","",671
"2232","JTB","O76095","NM_006694",146
"2233","CST7","O76096","NM_003650",145
"2234","OR7C1","O76099","",320
"2235","OR7A10","O76100","NM_001005190",309
"2236","DXO","O77932","",396
"2237","TRPM2","O94759","NM_003307",1503
"2238","DDAH1","O94760","",285
"2239","RECQL4","O94761","NM_004260",1208
"2240","RECQL5","O94762","NM_004259",991
"2241","URI1","O94763","NM_134447",535
"2242","B3GAT3","O94766","NM_012200",335
"2243","STK17B","O94768","",372
"2244","ECM2","O94769","NM_001393",699
"2245","LY6H","O94772","",140
"2246","MTA2","O94776","NM_004739",668
"2247","DPM2","O94777","NM_003863",84
"2248","AQP8","O94778","NM_001169",261
"2249","CNTN5","O94779","NM_014361",1100
"2250","USP1","O94782","NM_001017415",785
"2251","ALDH1A2","O94788","",518
"2252","STK10","O94804","NM_005990",968
"2253","ACTL6B","O94805","NM_016188",426
"2254","PRKD3","O94806","NM_005813",890
"2255","GFPT2","O94808","NM_005110",682
"2256","RGS11","O94810","",467
"2257","TPPP","O94811","NM_007030",219
"2258","BAIAP3","O94812","",1187
"2259","SLIT2","O94813","",1529
"2260","ATG12","O94817","NM_004707",140
"2261","NOL4","O94818","NM_003787",638
"2262","KBTBD11","O94819","NM_014867",623
"2263","LTN1","O94822","NM_015565",1766
"2264","ATP10B","O94823","NM_025153",1461
"2265","TOMM70A","O94826","",608
"2266","PLEKHG5","O94827","NM_020631",1062
"2267","IPO13","O94829","NM_014652",963
"2268","DDHD2","O94830","XM_291291",711
"2269","MYO1D","O94832","",1006
"2270","TOX4","O94842","NM_014828",621
"2271","RHOBTB1","O94844","",696
"2272","DDN","O94850","",711
"2273","MICAL2","O94851","NM_014632",1124
"2274","KIAA0754","O94854","NM_015038",1291
"2275","SEC24D","O94855","",1032
"2276","NFASC","O94856","NM_001005388",1347
"2277","SUPT7L","O94864","NM_014860",414
"2278","FCHSD2","O94868","NM_014824",740
"2279","UFL1","O94874","NM_015323",794
"2280","SORBS2","O94875","NM_003603",1100
"2281","TMCC1","O94876","NM_015008",653
"2282","PHF14","O94880","NM_014660",888
"2283","SASH1","O94885","NM_015278",1247
"2284","TMEM63A","O94886","NM_014698",807
"2285","FARP2","O94887","",1054
"2286","UBXN7","O94888","XM_087353",489
"2287","KLHL18","O94889","NM_025010",574
"2288","ZNF432","O94892","NM_014650",652
"2289","LRIG2","O94898","NM_014813",1065
"2290","TOX","O94900","NM_014729",526
"2291","SUN1","O94901","NM_025154",812
"2292","PROSC","O94903","NM_007198",275
"2293","ERLIN2","O94905","NM_007175",339
"2294","PRPF6","O94906","NM_012469",941
"2295","DKK1","O94907","",266
"2296","LPHN1","O94910","NM_014921",1474
"2297","ABCA8","O94911","NM_007168",1581
"2298","PCF11","O94913","NM_015885",1555
"2299","FRYL","O94915","",3013
"2300","NFAT5","O94916","NM_138714",1531
"2301","ENDOD1","O94919","NM_015036",500
"2302","CDK14","O94921","NM_012395",469
"2303","GLCE","O94923","NM_015554",617
"2304","GLS","O94925","",669
"2305","HAUS5","O94927","",633
"2306","ABLIM3","O94929","NM_014945",683
"2307","SLITRK3","O94933","NM_014926",977
"2308","UBOX5","O94941","NM_014948",541
"2309","FBXO21","O94952","NM_033624",628
"2310","KDM4B","O94953","NM_015015",1096
"2311","RHOBTB3","O94955","NM_014899",611
"2312","SLCO2B1","O94956","NM_007256",709
"2313","SOGA1","O94964","NM_199181",1423
"2314","USP19","O94966","NM_006677",1318
"2315","WDR47","O94967","NM_014969",919
"2316","TRIM37","O94972","NM_015294",964
"2317","AP2A2","O94973","NM_012305",939
"2318","SEC31A","O94979","NM_016211",1220
"2319","CAMTA2","O94983","NM_015099",1202
"2320","CLSTN1","O94985","",981
"2321","CEP152","O94986","NM_014985",1710
"2322","FAM13A","O94988","",1023
"2323","ARHGEF15","O94989","NM_173728",841
"2324","SLITRK5","O94991","",958
"2325","HEXIM1","O94992","NM_006460",359
"2326","SOX30","O94993","NM_007017",753
"2327","OR2F2","O95006","",317
"2328","OR6B1","O95007","",311
"2329","OR4F21","O95013","",312
"2330","SEMA3D","O95025","NM_152754",777
"2331","UPP2","O95045","NM_173355",317
"2332","OR2A4","O95047","NM_030908",310
"2333","TJP3","O95049","",919
"2334","INMT","O95050","NM_006774",263
"2335","DIRAS1","O95057","",198
"2336","RPP14","O95059","NM_007042",124
"2337","CCNB2","O95067","NM_004701",398
"2338","KCNK2","O95069","NM_014217",426
"2339","YIF1A","O95070","NM_020470",293
"2340","UBR5","O95071","NM_015902",2799
"2341","REC8","O95072","NM_005132",547
"2342","FSBP","O95073","NM_001256141",299
"2343","ALX3","O95076","NM_006492",343
"2344","AGFG2","O95081","NM_006076",481
"2345","PRSS23","O95084","NM_007173",383
"2346","NKX2-2","O95096","",273
"2347","SCAF4","O95104","XM_047889",1147
"2348","ZNF202","O95125","NM_003455",648
"2349","S1PR2","O95136","NM_004230",353
"2350","NDUFB6","O95139","NM_002493",128
"2351","MFN2","O95140","NM_014874",757
"2352","DUSP14","O95147","NM_007026",198
"2353","SNUPN","O95149","NM_005701",360
"2354","TNFSF15","O95150","NM_005118",251
"2355","BZRAP1","O95153","NM_004758",1857
"2356","AKR7A3","O95154","NM_012067",331
"2357","UBE4B","O95155","NM_006048",1302
"2358","NXPH2","O95156","",264
"2359","NXPH3","O95157","",252
"2360","NXPH4","O95158","NM_007224",308
"2361","ZFPL1","O95159","NM_006782",310
"2362","IKBKAP","O95163","",1332
"2363","UBL3","O95164","NM_007106",117
"2364","GABARAP","O95166","",117
"2365","NDUFA3","O95167","NM_004542",84
"2366","NDUFB4","O95168","NM_004547",129
"2367","NDUFB8","O95169","NM_005004",186
"2368","CDRT1","O95170","NM_006382",752
"2369","SCEL","O95171","NM_144777",688
"2370","C16orf3","O95177","NM_001214",125
"2371","NDUFB2","O95178","NM_004546",105
"2372","CACNA1H","O95180","NM_001005407",2353
"2373","NDUFA7","O95182","NM_005001",113
"2374","VAMP5","O95183","NM_006634",116
"2375","UNC5C","O95185","NM_003728",931
"2376","OAZ2","O95190","NM_002537",189
"2377","CSPG5","O95196","NM_006574",566
"2378","RTN3","O95197","NM_006054",1032
"2379","KLHL2","O95198","",593
"2380","RCBTB2","O95199","NM_001268",551
"2381","ZNF205","O95201","NM_003456",554
"2382","LETM1","O95202","",739
"2383","PCDH8","O95206","NM_002590",1070
"2384","EPN2","O95208","NM_014964",641
"2385","STBD1","O95210","NM_003943",358
"2386","LEPROTL1","O95214","",131
"2387","ZRANB2","O95218","NM_203350",330
"2388","SNX4","O95219","NM_003794",450
"2389","OR5F1","O95221","NM_003697",314
"2390","OR6A2","O95222","NM_003696",327
"2391","ZWINT","O95229","",277
"2392","VENTX","O95231","NM_014468",258
"2393","LUC7L3","O95232","NM_016424",432
"2394","KIF20A","O95235","NM_005733",890
"2395","APOL3","O95236","NM_145641",402
"2396","LRAT","O95237","NM_004744",230
"2397","SPDEF","O95238","NM_012391",335
"2398","KIF4A","O95239","NM_012310",1232
"2399","MBD4","O95243","NM_003925",580
"2400","SBF1","O95248","",1867
"2401","GOSR1","O95249","",250
"2402","KAT7","O95251","NM_007067",611
"2403","ABCC6","O95255","",1503
"2404","IL18RAP","O95256","NM_003853",599
"2405","GADD45G","O95257","NM_006705",159
"2406","SLC25A14","O95258","NM_022810, NM_003951",325
"2407","KCNH1","O95259","NM_002238",989
"2408","ATE1","O95260","NM_001001976",518
